,continent,country,temp,pressure,humidity,speed
0,europe,england,16.45,1018.6666666666666,96.33333333333333,4.4366666666666665
1,europe,france,28.656666666666666,1012.8333333333334,63.333333333333336,2.356666666666667
2,europe,germany,7.521666666666666,1016.1666666666666,73.33333333333333,4.713333333333334
3,north_europe,finland,-16.541666666666668,1010.6666666666666,93.66666666666667,1.6016666666666666
4,north_europe,norway,-2.918333333333333,1024.3333333333333,55.0,3.856666666666667
5,north_europe,sweden,-1.8133333333333332,997.0,93.5,5.723333333333334
